Pneu Marcação;Placa;Centro de custo;Data;Conferente;Modelo Pneu;Calibragem Ideal;Calibragem Encontrada;Calibragem Realizada;Dispersão;Sulco Mín.;1º Sulco;2º Sulco;3º Sulco;4º Sulco;Alinhamento;Laudo.;Observação;Eixo;Posição
636;MQV2324;PUXADA;10/02/2020 08:38:55;JOÃO TARCISIO DA SILVEIRA;M792 - 295;120;-;-;-;2;6,8;7,02;10,64;0;Divergente;Pneu OK;-;3;Esquerdo interno
509;MQV2324;PUXADA;10/02/2020 08:38:55;JOÃO TARCISIO DA SILVEIRA;M729 - 295;123;-;-;-;2;6,4;2,62;6,06;0;Divergente;Pneu OK;-;3;Direito externo
1016;MTH6493;PUXADA;10/02/2020 08:24:17;JOÃO TARCISIO DA SILVEIRA;M792 - 295;120;-;-;-;2;8,25;6,84;5,28;7,1;Divergente;Pneu OK;-;3;Esquerdo externo
637;MTH6493;PUXADA;10/02/2020 08:24:17;JOÃO TARCISIO DA SILVEIRA;M792 - 295;120;-;-;-;2;5,92;4,34;4,03;7,15;Divergente;Pneu OK;-;3;Esquerdo interno
948;MTH6493;PUXADA;10/02/2020 08:24:17;JOÃO TARCISIO DA SILVEIRA;M792 - 295;120;-;-;-;2;5,21;4,94;3,42;4,39;Divergente;Pneu OK;-;3;Direito interno
1075;MTH6493;PUXADA;10/02/2020 08:24:17;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;12,18;11,27;11,69;11,48;Divergente;Pneu OK;-;1;Direito
1064;MTH6493;PUXADA;10/02/2020 08:24:17;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;5,96;5,5;5,93;7,06;Divergente;Pneu OK;-;-;Estepe
1113;MTH6493;PUXADA;10/02/2020 08:24:17;JOÃO TARCISIO DA SILVEIRA;TR01 - 295;125;-;-;-;2;12,68;12,55;12,51;13,32;Divergente;Pneu OK;-;2;Direito interno
1111;MTH6493;PUXADA;10/02/2020 08:24:17;JOÃO TARCISIO DA SILVEIRA;TR01 - 295;125;-;-;-;2;13,62;10,46;11,29;12,65;Divergente;Pneu OK;-;2;Esquerdo externo
1112;MTH6493;PUXADA;10/02/2020 08:24:17;JOÃO TARCISIO DA SILVEIRA;TR01 - 295;125;-;-;-;2;15,19;13,03;12,25;12,08;Divergente;Pneu OK;-;2;Esquerdo interno
1114;MTH6493;PUXADA;10/02/2020 08:24:17;JOÃO TARCISIO DA SILVEIRA;TR01 - 295;125;-;-;-;2;11,62;11,5;10,74;13,8;Divergente;Pneu OK;-;2;Direito externo
950;MTH6493;PUXADA;10/02/2020 08:24:17;JOÃO TARCISIO DA SILVEIRA;M792 - 295;120;-;-;-;2;5,33;4,17;4,13;5,38;Divergente;Pneu OK;-;3;Direito externo
1074;MTH6493;PUXADA;10/02/2020 08:24:17;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;11,29;10,7;11,39;11,36;Divergente;Pneu OK;-;1;Esquerdo
1272;QRL9I61;ENTREGA;10/02/2020 08:14:28;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;13,73;13,7;14,25;14,58;Divergente;Pneu OK;-;2;Esquerdo externo
1277;QRL9I61;ENTREGA;10/02/2020 08:14:28;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;14,4;14,06;14,12;15,13;Divergente;Pneu OK;-;3;Esquerdo interno
1278;QRL9I61;ENTREGA;10/02/2020 08:14:28;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;14,2;13,91;14,33;14,07;Divergente;Pneu OK;-;3;Direito interno
1271;QRL9I61;ENTREGA;10/02/2020 08:14:28;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;13,29;13,73;12,98;13,51;Divergente;Pneu OK;-;1;Direito
1280;QRL9I61;ENTREGA;10/02/2020 08:14:28;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;13,96;13,7;13,66;13,78;Divergente;Pneu OK;-;-;Estepe
1274;QRL9I61;ENTREGA;10/02/2020 08:14:28;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;13,42;13,26;12,72;14,04;Divergente;Pneu OK;-;2;Direito externo
1273;QRL9I61;ENTREGA;10/02/2020 08:14:28;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;14,33;13,25;14,01;13,62;Divergente;Pneu OK;-;2;Esquerdo interno
1276;QRL9I61;ENTREGA;10/02/2020 08:14:28;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;13,99;13,96;14,09;14,57;Divergente;Pneu OK;-;3;Esquerdo externo
1279;QRL9I61;ENTREGA;10/02/2020 08:14:28;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;13,85;13,82;13,74;14,26;Divergente;Pneu OK;-;3;Direito externo
1270;QRL9I61;ENTREGA;10/02/2020 08:14:28;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;14,62;14,72;15,07;15,1;Divergente;Pneu OK;-;1;Esquerdo
1275;QRL9I61;ENTREGA;10/02/2020 08:14:28;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;14,23;12,96;12,92;13,17;Divergente;Pneu OK;-;2;Direito interno
1286;QRL9J43;ENTREGA;10/02/2020 08:04:17;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;14,22;13,82;13,01;13,98;Divergente;Pneu OK;-;2;Esquerdo interno
1291;QRL9J43;ENTREGA;10/02/2020 08:04:17;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;14,03;13,92;13,98;14,27;Divergente;Pneu OK;-;-;Estepe
1281;QRL9J43;ENTREGA;10/02/2020 08:04:17;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;13,76;13,73;13,57;14,5;Divergente;Pneu OK;-;1;Direito
1290;QRL9J43;ENTREGA;10/02/2020 08:04:17;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;15,85;14,62;14,52;15,97;Divergente;Pneu OK;-;3;Esquerdo interno
1283;QRL9J43;ENTREGA;10/02/2020 08:04:17;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;13,79;13,82;12,71;14,21;Divergente;Pneu OK;-;2;Direito externo
1288;QRL9J43;ENTREGA;10/02/2020 08:04:17;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;14,79;14,83;14,43;14,49;Divergente;Pneu OK;-;3;Direito interno
1284;QRL9J43;ENTREGA;10/02/2020 08:04:17;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;14,37;13,93;13,92;13,87;Divergente;Pneu OK;-;2;Direito interno
1282;QRL9J43;ENTREGA;10/02/2020 08:04:17;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;13,45;13,22;13,64;12,2;Divergente;Pneu OK;-;1;Esquerdo
1289;QRL9J43;ENTREGA;10/02/2020 08:04:17;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;14,5;14,79;14,72;15,56;Divergente;Pneu OK;-;3;Esquerdo externo
1285;QRL9J43;ENTREGA;10/02/2020 08:04:17;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;15,41;13,96;13,55;14,18;Divergente;Pneu OK;-;2;Esquerdo externo
1287;QRL9J43;ENTREGA;10/02/2020 08:04:17;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;14,6;14,27;14,03;14,32;Divergente;Pneu OK;-;3;Direito externo
881;MSK8047;ENTREGA;10/02/2020 07:57:37;JOÃO TARCISIO DA SILVEIRA;M729 - 275;123;-;-;-;2;6,4;4,7;6,46;0;Divergente;Pneu OK;-;3;Direito interno
361;MSK8047;ENTREGA;10/02/2020 07:57:37;JOÃO TARCISIO DA SILVEIRA;R268 - 275;123;-;-;-;2;8,11;3,33;6,17;0;Divergente;Pneu OK;-;3;Esquerdo externo
576;MSK8047;ENTREGA;10/02/2020 07:57:37;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;15,01;12,29;16,29;0;Divergente;Pneu OK;-;2;Direito interno
1084;MSK8047;ENTREGA;10/02/2020 07:57:37;JOÃO TARCISIO DA SILVEIRA;KMAX EXTREME - 275;120;-;-;-;2;12,15;10,97;11,06;0;Divergente;Pneu OK;-;1;Esquerdo
368;MSK8047;ENTREGA;10/02/2020 07:57:37;JOÃO TARCISIO DA SILVEIRA;HDR2 - 275;120;-;-;-;2;8,93;7,66;7,51;0;Divergente;Pneu OK;-;3;Esquerdo interno
575;MSK8047;ENTREGA;10/02/2020 07:57:37;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;15,91;12,64;16,81;0;Divergente;Pneu OK;-;2;Direito externo
1085;MSK8047;ENTREGA;10/02/2020 07:57:37;JOÃO TARCISIO DA SILVEIRA;KMAX EXTREME - 275;120;-;-;-;2;12,75;11,77;12,09;0;Divergente;Pneu OK;-;1;Direito
570;MSK8047;ENTREGA;10/02/2020 07:57:37;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;14,86;13,87;15,83;0;Divergente;Pneu OK;-;2;Esquerdo externo
880;MSK8047;ENTREGA;10/02/2020 07:57:37;JOÃO TARCISIO DA SILVEIRA;M729 - 275;123;-;-;-;2;7,79;5,53;8,04;0;Divergente;Pneu OK;-;3;Direito externo
531;MSK8047;ENTREGA;10/02/2020 07:57:37;JOÃO TARCISIO DA SILVEIRA;HDR2 - 275;120;-;-;-;2;10,4;6,87;8,62;0;Divergente;Pneu OK;-;-;Estepe
43;MSK8047;ENTREGA;10/02/2020 07:57:37;JOÃO TARCISIO DA SILVEIRA;R268 - 275;123;-;-;-;2;14,85;13,29;16;0;Divergente;Pneu OK;-;2;Esquerdo interno
296;MSK8046;ENTREGA;10/02/2020 07:47:32;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;9,2;8,08;7,77;9,11;Divergente;Pneu OK;-;1;Direito
201;MSK8046;ENTREGA;10/02/2020 07:47:32;JOÃO TARCISIO DA SILVEIRA;CITYMAX PLUS - 275;120;-;-;-;2;9,08;8,15;10,88;0;Divergente;Pneu OK;-;2;Direito externo
200;MSK8046;ENTREGA;10/02/2020 07:47:32;JOÃO TARCISIO DA SILVEIRA;CITYMAX PLUS - 275;120;-;-;-;2;7,82;6;7,42;0;Divergente;Pneu OK;-;2;Direito interno
861;MSK8046;ENTREGA;10/02/2020 07:47:32;JOÃO TARCISIO DA SILVEIRA;R268 - 275;123;-;-;-;2;10,28;4,46;5,61;7,79;Divergente;Pneu OK;-;3;Esquerdo externo
621;MSK8046;ENTREGA;10/02/2020 07:47:32;JOÃO TARCISIO DA SILVEIRA;R268 - 275;123;-;-;-;2;7,12;5,82;8,45;0;Divergente;Pneu OK;-;-;Estepe
862;MSK8046;ENTREGA;10/02/2020 07:47:32;JOÃO TARCISIO DA SILVEIRA;R268 - 275;123;-;-;-;2;8,67;5,91;4,92;8,06;Divergente;Pneu OK;-;3;Esquerdo interno
352;MSK8046;ENTREGA;10/02/2020 07:47:32;JOÃO TARCISIO DA SILVEIRA;FS400 - 275;120;-;-;-;2;14,75;13,54;14,11;13,85;Divergente;Pneu OK;-;3;Direito interno
351;MSK8046;ENTREGA;10/02/2020 07:47:32;JOÃO TARCISIO DA SILVEIRA;FS400 - 275;120;-;-;-;2;13,89;13,13;13,71;14,43;Divergente;Pneu OK;-;3;Direito externo
198;MSK8046;ENTREGA;10/02/2020 07:47:32;JOÃO TARCISIO DA SILVEIRA;CITYMAX PLUS - 275;120;-;-;-;2;7,91;5,81;5,61;0;Divergente;Pneu OK;-;2;Esquerdo externo
199;MSK8046;ENTREGA;10/02/2020 07:47:32;JOÃO TARCISIO DA SILVEIRA;CITYMAX PLUS - 275;120;-;-;-;2;10,02;6,06;8,98;0;Divergente;Pneu OK;-;2;Esquerdo interno
295;MSK8046;ENTREGA;10/02/2020 07:47:32;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;9,16;7,17;6,28;9,37;Divergente;Pneu OK;-;1;Esquerdo
1247;MSK8048;ENTREGA;10/02/2020 07:38:34;JOÃO TARCISIO DA SILVEIRA;FR01 - 275;125;-;-;-;2;15,28;16,3;16,46;15,69;Divergente;Pneu OK;-;1;Direito
100;MSK8048;ENTREGA;10/02/2020 07:38:34;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;6,24;4,59;4,37;6,48;Divergente;Pneu OK;-;3;Direito interno
284;MSK8048;ENTREGA;10/02/2020 07:38:34;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;8,97;8,49;8,48;8,93;Divergente;Pneu OK;-;3;Esquerdo interno
721;MSK8048;ENTREGA;10/02/2020 07:38:34;JOÃO TARCISIO DA SILVEIRA;HSR2 - 275;120;-;-;-;2;8,95;6,91;6,78;7,15;Divergente;Pneu OK;-;-;Estepe
398;MSK8048;ENTREGA;10/02/2020 07:38:34;JOÃO TARCISIO DA SILVEIRA;HDR2 - 275;120;-;-;-;2;6,41;4,29;6,04;0;Divergente;Pneu OK;-;2;Direito interno
95;MSK8048;ENTREGA;10/02/2020 07:38:34;JOÃO TARCISIO DA SILVEIRA;R268 - 275;123;-;-;-;2;5,78;3,2;8,2;0;Divergente;Pneu OK;-;2;Direito externo
283;MSK8048;ENTREGA;10/02/2020 07:38:34;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;9,24;7,58;6,78;7,77;Divergente;Pneu OK;-;3;Esquerdo externo
399;MSK8048;ENTREGA;10/02/2020 07:38:34;JOÃO TARCISIO DA SILVEIRA;R268 - 275;149;-;-;-;2;7,94;6,38;5,97;0;Divergente;Pneu OK;-;2;Esquerdo interno
578;MSK8048;ENTREGA;10/02/2020 07:38:34;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;5,37;4,93;5,01;8,08;Divergente;Pneu OK;-;3;Direito externo
1246;MSK8048;ENTREGA;10/02/2020 07:38:34;JOÃO TARCISIO DA SILVEIRA;FR01 - 275;125;-;-;-;2;15,3;15,05;16,6;15,52;Divergente;Pneu OK;-;1;Esquerdo
397;MSK8048;ENTREGA;10/02/2020 07:38:34;JOÃO TARCISIO DA SILVEIRA;HDR2 - 275;120;-;-;-;2;6,98;5,23;6,54;0;Divergente;Pneu OK;-;2;Esquerdo externo
1264;QRL9I71;ENTREGA;10/02/2020 07:28:00;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;13,92;13,47;13,43;14,15;Divergente;Pneu OK;-;2;Direito interno
1261;QRL9I71;ENTREGA;10/02/2020 07:28:00;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;14,73;14,66;14,96;15,06;Divergente;Pneu OK;-;3;Direito interno
1260;QRL9I71;ENTREGA;10/02/2020 07:28:00;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;14,33;14,01;14,06;13,96;Divergente;Pneu OK;-;3;Esquerdo interno
1267;QRL9I71;ENTREGA;10/02/2020 07:28:00;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;13,87;13,53;13,93;12,81;Divergente;Pneu OK;-;1;Esquerdo
1259;QRL9I71;ENTREGA;10/02/2020 07:28:00;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;14,58;14,45;14,59;14,9;Divergente;Pneu OK;-;3;Esquerdo externo
1263;QRL9I71;ENTREGA;10/02/2020 07:28:00;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;14,59;13,3;13,99;12,13;Convergente;Pneu OK;-;2;Direito externo
1269;QRL9I71;ENTREGA;10/02/2020 07:28:00;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;13,82;13,74;13,9;14,29;Divergente;Pneu OK;-;-;Estepe
1265;QRL9I71;ENTREGA;10/02/2020 07:28:00;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;14,01;13,66;13,64;13,58;Divergente;Pneu OK;-;2;Esquerdo externo
1266;QRL9I71;ENTREGA;10/02/2020 07:28:00;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;14,23;13,04;12,7;14,11;Divergente;Pneu OK;-;2;Esquerdo interno
1262;QRL9I71;ENTREGA;10/02/2020 07:28:00;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;14,41;14,13;14,53;14,47;Divergente;Pneu OK;-;3;Direito externo
1268;QRL9I71;ENTREGA;10/02/2020 07:28:00;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;14,51;13,78;14,7;14,78;Divergente;Pneu OK;-;1;Direito
357;MQO8753;ENTREGA;10/02/2020 07:19:54;JOÃO TARCISIO DA SILVEIRA;HSU1 - 275;120;-;-;-;2;6,33;4,66;5,65;0;Divergente;Pneu OK;-;-;Estepe
226;MQO8753;ENTREGA;10/02/2020 07:19:54;JOÃO TARCISIO DA SILVEIRA;G658 - 275;120;-;-;-;2;11,8;10,79;11,29;11,75;Divergente;Pneu OK;-;3;Esquerdo externo
49;MQO8753;ENTREGA;10/02/2020 07:19:54;JOÃO TARCISIO DA SILVEIRA;R268 - 275;123;-;-;-;2;13,89;11,27;14,02;0;Divergente;Pneu OK;-;2;Esquerdo externo
792;MQO8753;ENTREGA;10/02/2020 07:19:54;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;12,68;11,82;10,89;11,47;Divergente;Pneu OK;-;3;Esquerdo interno
1089;MQO8753;ENTREGA;10/02/2020 07:19:54;JOÃO TARCISIO DA SILVEIRA;KMAX EXTREME - 275;120;-;-;-;2;14,59;14,1;14,86;0;Divergente;Pneu OK;-;1;Direito
120;MQO8753;ENTREGA;10/02/2020 07:19:54;JOÃO TARCISIO DA SILVEIRA;FR01 - 275;125;-;-;-;2;16,82;14,69;15,75;0;Divergente;Pneu OK;-;2;Direito interno
1088;MQO8753;ENTREGA;10/02/2020 07:19:54;JOÃO TARCISIO DA SILVEIRA;KMAX EXTREME - 275;120;-;-;-;2;13,97;13,58;13,67;0;Divergente;Pneu OK;-;1;Esquerdo
44;MQO8753;ENTREGA;10/02/2020 07:19:54;JOÃO TARCISIO DA SILVEIRA;R268 - 275;123;-;-;-;2;17,33;15,01;17,79;0;Divergente;Pneu OK;-;2;Direito externo
386;MQO8753;ENTREGA;10/02/2020 07:19:54;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;6,47;5,2;5,27;7,33;Divergente;Pneu OK;-;3;Direito externo
18;MQO8753;ENTREGA;10/02/2020 07:19:54;JOÃO TARCISIO DA SILVEIRA;FR01 - 275;125;-;-;-;2;12,47;10,28;9,56;0;Divergente;Pneu OK;-;2;Esquerdo interno
893;MQO8753;ENTREGA;10/02/2020 07:19:54;JOÃO TARCISIO DA SILVEIRA;HSR2 - 275;120;-;-;-;2;8,95;4,93;5,95;7,31;Divergente;Pneu OK;-;3;Direito interno
852;MSK1955;ENTREGA;10/02/2020 07:13:58;JOÃO TARCISIO DA SILVEIRA;HDR2 - 275;120;-;-;-;2;10,79;9,54;11,24;0;Divergente;Pneu OK;-;2;Direito externo
382;MSK1955;ENTREGA;10/02/2020 07:13:58;JOÃO TARCISIO DA SILVEIRA;FK25 - 275;125;-;-;-;2;5,93;5,69;3,33;4,74;Divergente;Pneu OK;-;-;Estepe
853;MSK1955;ENTREGA;10/02/2020 07:13:58;JOÃO TARCISIO DA SILVEIRA;HDR2 - 275;120;-;-;-;2;9,45;8,74;8,2;0;Divergente;Pneu OK;-;2;Direito interno
850;MSK1955;ENTREGA;10/02/2020 07:13:58;JOÃO TARCISIO DA SILVEIRA;HDR2 - 275;120;-;-;-;2;8,68;8,16;11,32;0;Divergente;Pneu OK;-;2;Esquerdo externo
851;MSK1955;ENTREGA;10/02/2020 07:13:58;JOÃO TARCISIO DA SILVEIRA;HDR2 - 275;120;-;-;-;2;10,75;9,61;8,52;0;Divergente;Pneu OK;-;2;Esquerdo interno
1121;MSK1955;ENTREGA;10/02/2020 07:13:58;JOÃO TARCISIO DA SILVEIRA;CITYMAX PLUS - 275;120;-;-;-;2;16,36;17;15,71;0;Divergente;Pneu OK;-;1;Esquerdo
1122;MSK1955;ENTREGA;10/02/2020 07:13:58;JOÃO TARCISIO DA SILVEIRA;CITYMAX PLUS - 275;120;-;-;-;2;14,92;13,32;16,27;0;Divergente;Pneu OK;-;1;Direito
827;MTG7330;ENTREGA;10/02/2020 07:06:24;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;9,96;9,27;8,95;0;Divergente;Pneu OK;-;2;Esquerdo interno
828;MTG7330;ENTREGA;10/02/2020 07:06:24;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;10,2;8,65;10,14;0;Divergente;Pneu OK;-;2;Direito interno
835;MTG7330;ENTREGA;10/02/2020 07:06:24;JOÃO TARCISIO DA SILVEIRA;R250 - 900;115;-;-;-;2;11,78;10,35;11,77;11,89;Divergente;Pneu OK;-;-;Estepe
829;MTG7330;ENTREGA;10/02/2020 07:06:24;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;9,78;9,68;9,86;0;Divergente;Pneu OK;-;2;Direito externo
586;MTG7330;ENTREGA;10/02/2020 07:06:24;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;9,96;9,68;10,17;10,79;Divergente;Pneu OK;-;1;Esquerdo
99;MTG7330;ENTREGA;10/02/2020 07:06:24;JOÃO TARCISIO DA SILVEIRA;KMAX S - 275;120;-;-;-;2;11,26;12,25;11,14;10,86;Divergente;Pneu OK;-;1;Direito
826;MTG7330;ENTREGA;10/02/2020 07:06:24;JOÃO TARCISIO DA SILVEIRA;KELLY KS461 - 275;120;-;-;-;2;10,8;6,61;10,08;0;Divergente;Pneu OK;-;2;Esquerdo externo
1009;MQQ6549;PUXADA;07/02/2020 07:33:54;JOÃO TARCISIO DA SILVEIRA;R268 - 1100;123;-;-;-;2;13,48;12,32;12,25;13,24;Convergente;Pneu OK;-;2;Esquerdo externo
58;MQQ6549;PUXADA;07/02/2020 07:33:54;JOÃO TARCISIO DA SILVEIRA;G658 - 1100;120;-;-;-;2;12,81;12,24;12,01;12,45;Convergente;Pneu OK;-;2;Esquerdo interno
1110;MQQ6549;PUXADA;07/02/2020 07:33:54;JOÃO TARCISIO DA SILVEIRA;G658 - 1100;120;-;-;-;2;7,79;7,83;8,62;11,06;Convergente;Pneu OK;-;3;Direito externo
177;MQQ6549;PUXADA;07/02/2020 07:33:54;JOÃO TARCISIO DA SILVEIRA;R268 - 1100;120;-;-;-;2;10,67;9,68;9,38;10,01;Convergente;Pneu OK;-;1;Esquerdo externo
740;MQQ6549;PUXADA;07/02/2020 07:33:54;JOÃO TARCISIO DA SILVEIRA;R268 - 1100;123;-;-;-;2;8,44;7,22;8,67;0;Convergente;Pneu OK;-;-;Estepe
1006;MQQ6549;PUXADA;07/02/2020 07:33:54;JOÃO TARCISIO DA SILVEIRA;G658 - 1100;120;-;-;-;2;14,54;13,96;14,43;14,47;Convergente;Pneu OK;-;2;Direito externo
1119;MQQ6549;PUXADA;07/02/2020 07:33:54;JOÃO TARCISIO DA SILVEIRA;G658 - 1100;120;-;-;-;2;13,83;10,91;11,38;12,81;Convergente;Pneu OK;-;3;Esquerdo interno
1007;MQQ6549;PUXADA;07/02/2020 07:33:54;JOÃO TARCISIO DA SILVEIRA;G658 - 1100;120;-;-;-;2;14,67;13,83;14,65;13,86;Convergente;Pneu OK;-;2;Direito interno
737;MQQ6549;PUXADA;07/02/2020 07:33:54;JOÃO TARCISIO DA SILVEIRA;R268 - 1100;123;-;-;-;2;11,58;9,53;7,53;8,64;Convergente;Pneu OK;-;1;Esquerdo interno
603;MQQ6549;PUXADA;07/02/2020 07:33:54;JOÃO TARCISIO DA SILVEIRA;HSR1 - 1100;123;-;-;-;2;7,59;5,57;5,08;5,69;Convergente;Pneu OK;-;1;Direito interno
1120;MQQ6549;PUXADA;07/02/2020 07:33:54;JOÃO TARCISIO DA SILVEIRA;G658 - 1100;120;-;-;-;2;12,9;11,14;10,72;12,02;Convergente;Pneu OK;-;3;Esquerdo externo
1109;MQQ6549;PUXADA;07/02/2020 07:33:54;JOÃO TARCISIO DA SILVEIRA;G658 - 1100;120;-;-;-;2;9,54;7,8;7,36;10,09;Convergente;Pneu OK;-;3;Direito interno
438;MQQ6549;PUXADA;07/02/2020 07:33:54;JOÃO TARCISIO DA SILVEIRA;R268 - 1100;123;-;-;-;2;6,66;4,66;5,31;7,57;Convergente;Pneu OK;-;1;Direito externo
1004;PPP3282;PUXADA;07/02/2020 07:23:05;JOÃO TARCISIO DA SILVEIRA;M792 - 295;120;-;-;-;2;6,38;4,59;3,3;4,6;Divergente;Pneu OK;-;3;Direito interno
271;PPP3282;PUXADA;07/02/2020 07:23:05;JOÃO TARCISIO DA SILVEIRA;M736 - 295;123;-;-;-;2;4,19;3,43;2,8;3,24;Divergente;Pneu OK;-;3;Esquerdo externo
1097;PPP3282;PUXADA;07/02/2020 07:23:05;JOÃO TARCISIO DA SILVEIRA;TR01 - 295;125;-;-;-;2;12,4;11,3;12,51;12,94;Divergente;Pneu OK;-;2;Esquerdo externo
1098;PPP3282;PUXADA;07/02/2020 07:23:05;JOÃO TARCISIO DA SILVEIRA;TR01 - 295;125;-;-;-;2;12,19;11,43;10,95;10,64;Divergente;Pneu OK;-;2;Esquerdo interno
1136;PPP3282;PUXADA;07/02/2020 07:23:05;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;10,36;10,96;11,4;10,29;Divergente;Pneu OK;-;1;Esquerdo
481;PPP3282;PUXADA;07/02/2020 07:23:05;JOÃO TARCISIO DA SILVEIRA;M729 - 295;123;-;-;-;2;8,14;7,52;7,86;0;Divergente;Pneu OK;-;-;Estepe
941;PPP3282;PUXADA;07/02/2020 07:23:05;JOÃO TARCISIO DA SILVEIRA;R268 - 295;123;-;-;-;2;8,24;6,81;6,61;8,21;Divergente;Pneu OK;-;3;Direito externo
1099;PPP3282;PUXADA;07/02/2020 07:23:05;JOÃO TARCISIO DA SILVEIRA;TR01 - 295;125;-;-;-;2;11,28;9,63;9,21;11,66;Divergente;Pneu OK;-;2;Direito externo
1137;PPP3282;PUXADA;07/02/2020 07:23:05;JOÃO TARCISIO DA SILVEIRA;FR01 - 295;125;-;-;-;2;9,6;10,12;10,11;10,5;Divergente;Pneu OK;-;1;Direito
272;PPP3282;PUXADA;07/02/2020 07:23:05;JOÃO TARCISIO DA SILVEIRA;M736 - 295;123;-;-;-;2;4,33;2,72;3,69;3,46;Divergente;Pneu OK;-;3;Esquerdo interno
1100;PPP3282;PUXADA;07/02/2020 07:23:05;JOÃO TARCISIO DA SILVEIRA;TR01 - 295;125;-;-;-;2;11,71;10,41;9,29;10,31;Divergente;Pneu OK;-;2;Direito interno
684;OVK9112;PUXADA;07/02/2020 07:10:48;JOÃO TARCISIO DA SILVEIRA;KMAX S - 295;120;-;-;-;2;13,82;13,24;12,91;13,26;Convergente;Pneu OK;-;1;Esquerdo interno
